ora,temperatura_CPU,temperatura,umidità,pressione,beccheggio,rollio,imbardata,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,giro_x,giro_y,giro_z
2018-02-06 19:43:44.230346,43.3,32.44337463378906,29.291866302490234,994.36767578125,357.0422316164858,0.022541880424603363,166.17280612864243,-47.89260482788086,-11.673272132873535,17.72286605834961,0.053095657378435135,0.0009711703169159591,1.0030561685562134,0.0018551349639892578,0.00014243833720684052,-0.0007415963336825371
2018-02-06 19:43:45.243779,43.9,32.51445770263672,29.51317024230957,994.3916015625,357.0458765896251,0.04832011658734901,166.35002221684758,-47.87928771972656,-11.94277572631836,17.4462833404541,0.05139853432774544,0.0019423406338319182,1.0011066198349,0.000879928469657898,-0.0012641968205571175,-0.0002687675878405571
2018-02-06 19:43:46.245157,44.4,32.37228775024414,28.79473114013672,994.376708984375,357.0660350391867,0.06328134247441113,166.3055167042158,-48.04939651489258,-11.65411376953125,17.592695236206055,0.04994386062026024,0.0012139629106968641,1.0052495002746582,-0.0007025562226772308,-0.001027129590511322,-0.0007759816944599152
2018-02-06 19:43:47.283655,43.3,32.49668502807617,29.246963500976562,994.340576171875,357.06706404987386,0.06215883690289523,166.2924573825227,-47.67921447753906,-12.083667755126953,18.16470718383789,0.04921652376651764,0.0016995479818433523,1.0057368278503418,0.0009715743362903595,-0.002006229478865862,0.002888432703912258
2018-02-06 19:43:48.304315,44.4,32.44337463378906,29.407329559326172,994.34423828125,357.0569395750898,0.06152270883537168,166.17189088329366,-48.34413146972656,-11.861656188964844,18.400699615478516,0.05067119374871254,0.0012139629106968641,1.0028126239776611,-0.0006228499114513397,0.0004947884008288383,-0.001421143300831318
2018-02-06 19:43:49.330013,43.3,32.49668502807617,30.792892456054688,994.357666015625,357.0510846088672,0.06009029010037307,165.9093793927334,-47.73143005371094,-12.544544219970703,17.854562759399414,0.05139853432774544,0.002185133285820484,1.0050058364868164,0.0025477334856987,0.0006170840933918953,0.0004319930449128151
2018-02-06 19:43:50.411804,44.4,32.49668502807617,28.611913681030273,994.376708984375,357.05166538839006,0.09725791839744122,166.0826203108416,-48.13581466674805,-11.807320594787598,17.199230194091797,0.051883429288864136,0.0014567554462701082,1.0064680576324463,0.0025474950671195984,0.0014923512935638428,9.0794637799263e-05
2018-02-06 19:43:51.459401,44.4,32.461143493652344,29.102632522583008,994.33447265625,357.0695431950992,0.07578282314124926,166.19123397902314,-47.93598556518555,-11.447148323059082,17.777193069458008,0.05285320803523064,0.0007283777231350541,1.0015939474105835,-0.0012734048068523407,-0.0031132414005696774,0.0010774703696370125
2018-02-06 19:43:52.476128,44.4,32.39006042480469,29.36884117126465,994.369873046875,357.0739537897557,0.0696665421519549,166.10338408591844,-47.9555778503418,-11.967106819152832,17.70938491821289,0.05139853432774544,0.0014567554462701082,1.006711721420288,0.0020711570978164673,0.00045877136290073395,0.0018718373030424118
2018-02-06 19:43:53.485838,44.4,32.49668502807617,29.647878646850586,994.357666015625,357.061598404434,0.08566357889985202,166.0682905739629,-47.49720001220703,-12.086119651794434,18.225566864013672,0.05164097994565964,0.0014567554462701082,1.0035436153411865,-0.0008548274636268616,0.0019348515197634697,-0.00046556256711483
2018-02-06 19:43:54.537351,44.4,32.62108612060547,29.019243240356445,994.35546875,357.0520749862969,0.05701605130341942,166.0371312509693,-47.6451416015625,-12.100391387939453,17.73040008544922,0.04897407442331314,0.0009711703169159591,1.0050058364868164,0.00041062384843826294,0.0011157356202602386,-0.0004180697724223137
2018-02-06 19:43:55.568160,44.4,32.49668502807617,29.551658630371094,994.366455078125,357.0729939347339,0.07532789518992938,165.99754347453992,-47.86766052246094,-12.10075569152832,18.197359085083008,0.05164097994565964,0.0014567554462701082,1.0030561685562134,-0.002390719950199127,-0.0005040573887526989,-0.0016063423827290535
2018-02-06 19:43:56.594500,43.9,32.5322265625,28.906986236572266,994.359375,357.07675544797587,0.08583342649460318,166.06529895110643,-48.13068771362305,-11.841448783874512,16.991592407226562,0.05285320803523064,0.0012139629106968641,1.0015939474105835,-0.00024219602346420288,-0.000913725234568119,9.651016443967819e-05
2018-02-06 19:43:57.614696,44.4,32.51445770263672,29.073766708374023,994.36376953125,357.06628626208214,0.07104932862365852,166.14713827774153,-47.70235824584961,-11.929001808166504,18.07935333251953,0.053338102996349335,0.0009711703169159591,1.004762053489685,-0.0006025955080986023,-0.00010490510612726212,-0.000354827381670475
2018-02-06 19:43:58.616230,44.4,32.47891616821289,28.903779983520508,994.380126953125,357.0584533157646,0.08110204640080824,166.03893442091018,-48.070457458496094,-12.326854705810547,17.636674880981445,0.053338102996349335,0.0016995479818433523,1.004762053489685,0.004438705742359161,0.00019897893071174622,0.0006524799391627312
2018-02-06 19:43:59.643457,44.4,32.39006042480469,28.66643714904785,994.354736328125,357.07374055978755,0.09646639685619326,166.04717162904922,-47.49388885498047,-12.08366584777832,17.81542205810547,0.05091363936662674,0.0012139629106968641,1.0011066198349,-0.00014303997159004211,-0.0016347444616258144,-0.0020968355238437653
2018-02-06 19:44:00.726144,43.9,32.51445770263672,29.439401626586914,994.343505859375,357.0888096646439,0.0632257471358056,166.1560721651759,-47.664215087890625,-11.43010139465332,17.786663055419922,0.05285320803523064,0.0014567554462701082,1.0015939474105835,0.002302359789609909,0.001112564466893673,0.0006521986797451973
2018-02-06 19:44:01.755661,44.4,32.567771911621094,30.14822006225586,994.35498046875,357.0922482380042,0.07389209471087882,166.19678009262918,-47.63957595825195,-11.717568397521973,17.691871643066406,0.05042875185608864,0.0014567554462701082,1.0013504028320312,0.002302344888448715,0.001110701821744442,-0.0011802762746810913
2018-02-06 19:44:02.809180,44.4,32.37228775024414,29.25658416748047,994.335693359375,357.08156560869884,0.0900900283998029,166.27116085269063,-47.87343215942383,-11.884115219116211,17.11161994934082,0.053095657378435135,0.0012139629106968641,1.0025688409805298,-0.0001421906054019928,0.0004993267357349396,-0.000264032743871212
2018-02-06 19:44:03.819428,44.4,32.33674621582031,29.012828826904297,994.325439453125,357.0520788282783,0.0790809774171456,166.1927229602622,-47.725067138671875,-11.727320671081543,16.962575912475586,0.05067119374871254,0.0012139629106968641,1.0037872791290283,0.00016472116112709045,0.00019462406635284424,-0.0008743694052100182
2018-02-06 19:44:04.931872,44.4,32.44337463378906,29.330352783203125,994.33740234375,357.06191792922107,0.07534394346643628,166.33074742300983,-47.779972076416016,-11.458236694335938,17.412738800048828,0.053095657378435135,0.0014567554462701082,1.0045183897018433,-0.00014105439186096191,0.00019419100135564804,-0.0002622203901410103
2018-02-06 19:44:06.032662,43.9,32.47891616821289,29.747304916381836,994.333251953125,357.08498966790717,0.09407269569658147,166.47023354623983,-48.06013107299805,-12.729825973510742,16.963178634643555,0.05067119374871254,0.0012139629106968641,1.006224274635315,-0.001669168472290039,0.0017198463901877403,-0.0002634022384881973
