ora,temperatura_CPU,temperatura,umidità,pressione,beccheggio,rollio,imbardata,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,giro_x,giro_y,giro_z
2018-02-06 19:46:07.648012,42.8,32.301204681396484,29.580524444580078,994.34912109375,357.08673947699515,0.05960013731603871,166.06972491368862,-48.378173828125,-12.003589630126953,18.136560440063477,0.04921652376651764,0.0014567554462701082,1.0079301595687866,0.002447977662086487,-6.084609776735306e-05,0.0029114987701177597
2018-02-06 19:46:08.693719,43.3,32.28343200683594,29.708816528320312,994.328125,357.0602285246186,0.040177303797077325,166.20814552740808,-47.70539474487305,-12.00051212310791,18.682044982910156,0.04970141127705574,0.0014567554462701082,1.002325177192688,1.1701136827468872e-05,0.00016183964908123016,-0.0010166820138692856
2018-02-06 19:46:09.773912,42.8,32.28343200683594,28.445133209228516,994.31494140625,357.01612919479896,0.0699753814282732,166.0900242359019,-47.96067810058594,-12.808978080749512,17.83439064025879,0.054550331085920334,0.0014567554462701082,0.9996444582939148,0.001617729663848877,-0.000539898406714201,-0.0010906681418418884
2018-02-06 19:46:10.835113,43.3,32.31897735595703,29.686365127563477,994.326416015625,357.02308382147794,0.05854289873771478,166.0971276326387,-48.27320098876953,-11.9772367477417,18.16415023803711,0.05576256290078163,0.0009711703169159591,0.9996444582939148,-0.0009892620146274567,0.0005719093605875969,0.0015997979789972305
2018-02-06 19:46:11.920352,43.3,32.31897735595703,28.528522491455078,994.30908203125,357.021940832009,0.08141770252608334,165.94373524425856,-48.438621520996094,-12.467045783996582,18.144502639770508,0.04897407442331314,0.0009711703169159591,1.000375509262085,-0.0017857439815998077,-0.0021190722472965717,0.0016348743811249733
2018-02-06 19:46:12.981913,43.9,32.23011779785156,28.78190040588379,994.350341796875,357.00832783810637,0.06353131805988434,165.97974400156286,-48.18090057373047,-12.235001564025879,19.011226654052734,0.04921652376651764,0.0009711703169159591,1.0037872791290283,-0.003068719059228897,-0.0004971749149262905,0.0007778778672218323
2018-02-06 19:46:14.012376,43.3,32.24789047241211,29.384878158569336,994.33154296875,357.0103786024046,0.04270280959838251,165.91275350618338,-48.61123275756836,-12.466365814208984,18.9012393951416,0.04873162880539894,0.0014567554462701082,1.0059806108474731,-0.0006109662353992462,-0.00026760995388031006,0.0019052745774388313
2018-02-06 19:46:15.047918,43.3,32.39006042480469,29.349597930908203,994.2900390625,357.02584983464834,0.07499058789859389,165.91611395925503,-48.17449188232422,-12.271302223205566,18.673887252807617,0.05212587118148804,0.0012139629106968641,1.0050058364868164,-0.0014146789908409119,9.872112423181534e-05,-0.0017174230888485909
2018-02-06 19:46:16.077250,43.9,32.35451889038086,28.7305850982666,994.307373046875,357.01951398041956,0.05249268848945905,165.8195214240127,-48.3460693359375,-12.688514709472656,18.2131404876709,0.05576256290078163,0.0009711703169159591,0.999400794506073,-0.001104794442653656,0.0006385063752532005,-0.000561063177883625
2018-02-06 19:46:17.094863,43.3,32.31897735595703,28.271936416625977,994.3369140625,357.00462694279327,0.05390760819976281,165.76229809914634,-48.29240036010742,-12.421526908874512,17.704463958740234,0.04945896565914154,0.0014567554462701082,1.0096360445022583,0.00011232122778892517,-0.0022374745458364487,-0.0013077501207590103
