ora,temperatura_CPU,temperatura,umidita',pressione,beccheggio,rollio,imbardata,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,giro_x,giro_y,giro_z
2018-04-27 08:36:58.948717,36.3,32.026214599609375,33.42070007324219,1001.752685546875,12.662729320228529,15.489296386532525,32.580562416472766,27.436603546142578,-11.285003662109375,58.11085510253906,-0.0024683563970029354,0.0019423406338319182,0.01803356595337391,0.17663809657096863,0.14376232028007507,0.06413397938013077
2018-04-27 08:37:00.074212,36.3,31.86393928527832,34.79314041137695,1001.748291015625,17.642656956351615,22.639401371984917,35.99360111453896,27.235166549682617,-11.457376480102539,57.8624382019043,-0.002221520757302642,0.002185133285820484,0.01827726513147354,0.17633266746997833,0.14467862248420715,0.06443941593170166
2018-04-27 08:37:01.239384,36.9,31.954090118408203,34.9293098449707,1001.780029296875,19.472961531260147,26.142595152000702,38.20506951872194,27.18524742126465,-11.579111099243164,57.91267395019531,-0.003949370235204697,0.0031563034281134605,0.01827726513147354,0.1735837608575821,0.14528948068618774,0.06474484503269196
2018-04-27 08:37:02.482279,36.9,31.845909118652344,35.058311462402344,1001.77392578125,21.008859339731746,29.53952655645672,40.30044861267679,27.174175262451172,-11.794995307922363,57.7431526184082,-0.0024683563970029354,0.0036418887320905924,0.01803356595337391,0.17572179436683655,0.14376232028007507,0.06474484503269196
2018-04-27 08:37:03.549161,36.9,31.91802978515625,34.75372314453125,1001.731689453125,20.94838996746233,29.777961630192696,40.64317384484969,27.019187927246094,-11.542342185974121,57.387237548828125,-0.0019746851176023483,0.0016995479818433523,0.019252052530646324,0.17450006306171417,0.14651121199131012,0.06443941593170166
2018-04-27 08:37:04.604809,36.3,31.86393928527832,34.814640045166016,1001.7197265625,21.220427864367476,29.384938884971824,40.21295730450351,26.580488204956055,-11.69937515258789,57.569671630859375,-0.0019746851176023483,0.0019423406338319182,0.01657138578593731,0.17480549216270447,0.14620578289031982,0.06169051676988602
2018-04-27 08:37:05.620655,36.9,31.93606185913086,34.68205642700195,1001.736328125,21.688884926329262,30.186840659571754,40.46260413376206,27.343610763549805,-11.534031867980957,57.888397216796875,-0.0024683563970029354,0.0019423406338319182,0.017546173185110092,0.17755438387393951,0.1422351598739624,0.06321768462657928
2018-04-27 08:37:06.728011,36.9,31.954090118408203,33.10177993774414,1001.7294921875,21.502417346893328,30.28900321408222,40.5552522347587,27.0582332611084,-11.713449478149414,58.45627212524414,-0.003208863316103816,0.0026707183569669724,0.017058778554201126,0.1729729026556015,0.1474275141954422,0.06291224807500839
2018-04-27 08:37:07.829539,36.3,31.954090118408203,36.480918884277344,1001.719970703125,21.510797989004935,30.185437055697317,40.35448223920076,26.92509651184082,-11.20942497253418,58.054805755615234,-0.0024683563970029354,0.0024279258213937283,0.015596598386764526,0.17572179436683655,0.14467862248420715,0.06566113978624344
2018-04-27 08:37:08.851284,36.9,31.93606185913086,34.53155517578125,1001.72021484375,21.78153131977861,31.092049045368128,40.971299547671684,27.270437240600586,-11.018844604492188,57.5150032043457,-0.002715192036703229,0.0019423406338319182,0.016327690333127975,0.17572179436683655,0.14559490978717804,0.06321768462657928
2018-04-27 08:37:09.945767,36.9,31.845909118652344,34.03346252441406,1001.768798828125,21.664880226491253,30.362605332578276,40.12751163798665,27.0961971282959,-10.764355659484863,57.81378936767578,-0.002221520757302642,0.002185133285820484,0.017546173185110092,0.17511093616485596,0.14528948068618774,0.06474484503269196
2018-04-27 08:37:10.952728,36.9,31.80984878540039,33.83637619018555,1001.771484375,22.010515119250577,31.178590957246776,40.77588783551762,26.64222526550293,-11.395506858825684,58.046287536621094,-0.0029620276764035225,0.0019423406338319182,0.017058778554201126,0.17480549216270447,0.14528948068618774,0.06382854282855988
2018-04-27 08:37:12.028906,36.9,31.990150451660156,35.62807083129883,1001.764892578125,21.897815290398075,30.809180175986636,40.607725163057324,26.630613327026367,-11.445043563842773,58.492610931396484,-0.0037025348283350468,0.0026707183569669724,0.016083991155028343,0.1726674735546112,0.14590035378932953,0.06169051676988602
2018-04-27 08:37:13.092917,36.9,32.008182525634766,33.34903335571289,1001.807861328125,22.501107116765084,31.711321806845675,41.06148195037795,27.025014877319336,-11.11897087097168,58.435638427734375,-0.0024683563970029354,0.0016995479818433523,0.016815081238746643,0.1729729026556015,0.14590035378932953,0.06352311372756958
2018-04-27 08:37:14.108242,36.9,31.990150451660156,34.88272476196289,1001.7568359375,22.40987969511581,31.85038104325255,41.03859398646924,26.8908634185791,-10.849658966064453,57.790199279785156,-0.002715192036703229,0.0024279258213937283,0.016083991155028343,0.17694352567195892,0.14498405158519745,0.06505027413368225
2018-04-27 08:37:15.172901,36.9,31.972122192382812,34.40613555908203,1001.75537109375,21.615479175771842,31.295482814702375,41.25098896399454,26.77952766418457,-11.374127388000488,58.38271713256836,-0.0019746851176023483,0.0012139629106968641,0.01730247773230076,0.17572179436683655,0.14528948068618774,0.06413397938013077
2018-04-27 08:37:16.276505,36.9,31.900001525878906,35.03681182861328,1001.743896484375,21.69219927562401,31.06910985504064,41.13038831381962,26.984899520874023,-11.403992652893066,59.08522033691406,-0.0017278495943173766,0.0012139629106968641,0.016815081238746643,0.17511093616485596,0.14528948068618774,0.06291224807500839
2018-04-27 08:37:17.357688,36.9,32.008182525634766,35.09056091308594,1001.751953125,21.566590389240183,30.44461541394262,40.574212839894656,26.59355926513672,-11.169297218322754,58.06064987182617,-0.0019746851176023483,0.0019423406338319182,0.016327690333127975,0.17388920485973358,0.14406774938106537,0.06321768462657928
